;;;;;;;;;;;;;;;;
LABORATUVAR SARF MALZEMELERÝ — ÜRÜN GÝRÝÞ ÞABLONU;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
NO;ÜRÜN KÝMLÝÐÝ;;;;TEKNÝK ÖZELLÝKLER;;;;;PAKETLEME;;;TEDARÝKÇÝ;WEB / NOTLAR;;
76;Ferrules, 0.53 mm (for Headspace);Ferrules, 0.53 mm (for Headspace);Part ? 8002-0217;Agilent;Genel Sarf;GC ferrule;10 pack;"Ferrules for GC headspace sampler; 0.53 mm; Art. 8002-0217; 10 pcs/pack";"Agilent ferrule for Thermo, 0.8 mm, graphite, 0.53 mm id or smaller columns, 10/pk

Technique: GC
GC Component Type: Ferrule
Inner Diameter (ID): 0.8 mm
Compatible Column ID: 0.53 mm
Ferrule Material: Graphite
Ferrule Type: Straight
Maximum Temperature: 350 C";Pack;10;pack;ELGA LabWater (Veolia);https://www.scientificlabs.co.uk/product/chromatography-accessories/8002-0217;;
77;Cartridge LC-140 (for Elga Deionizer);Cartridge LC-140 (for Elga Deionizer);TR-LC140 Preteatment purelab    Medica &Option7/15;ELGA VEOLIA;Su Arýtma;Water purifier pre-treatment cartridge;3 pack;"LC-140 pre-treatment cartridge for ELGA Medica/Option-R deionizer; removes chlorine and organics; lifespan ~6 months";"Item Consumable Microns 5 µm
Feed Water Source Tap Water Product Type Pre-Treatment Cartridge
Impurities Removed Chlorine, Particles Removes Chlorine, Particles, Organic Compounds
Material Activated Carbon Service Life 6 Months";Cartridge;1;pack;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Option%20R.pdf;Replace every 6 months;
78;Cartridge LC-214 (for Purelab Deionizer);Cartridge LC-214 (for Purelab Deionizer);LC-214 ELGA 2-06620;ELGA VEOLIA;Su Arýtma;Water purifier DI cartridge;3 pack;"LC-214 mixed-bed DI purification cartridge for PURELAB flex/Deionizer; lifespan ~6 months";"Item Consumable
Feed Water Source Tap Water
Impurities Removed lons

Material Mixed Bed Resin
Product Type Di Cartridge";Cartridge;1;pack;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Flex_3.pdf;Replace every 6 months;
79;UV Lamp, 185/254nm LC-210-02 (for Purelab);UV Lamp, 185/254nm LC-210-02 (for Purelab);UV lamp 185/254nm LC-210-02;ELGA VEOLIA;Su Arýtma;UV lamp for water purifier;3 pack;"UV lamp 185/254 nm (LC-210-02) for PURELAB system; destroys organics and microorganisms; lifespan 12–18 months";"Item	UV Lamp";Lamp;1;pack;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Flex_4.pdf;Replace every 12–18 months;
80;Composite Air Filter LC 136 M2 (for Purelab);Composite Air Filter LC 136 M2 (for Purelab);LC 136 M2  REF: INST36651;ELGA VEOLIA;Su Arýtma;Composite air vent filter;3 pack;"LC 136 M2 composite vent filter for PURELAB system; prevents recontamination; REF INST36651; lifespan 12 months";"Item Consumable
Compatible Mfr. Model No. Air
Microns
Product Details
0.2 um
Product Type Consumable
Removes Disolved Gases";Filter;1;pack;ELGA LabWater (Veolia);https://www.elgalabwater.com/medica-7-15;Replace every 12 months;
81;DI Cartridge Pack LC-141 (for Purelab);DI Cartridge Pack LC-141 (for Purelab);TR-LC141 PURELAB & Medica DI Pack;ELGA VEOLIA;Su Arýtma;Water purifier DI cartridge pack;3 ????/ pack;"LC-141 DI cartridge pack for PURELAB Medica/Option systems; twin-bed ion exchange; lifespan ~6 months";"Item Consumable
Feed Water Source Tap Water
Impurities Removed lons
Material Mixed Bed Resin
Product Type Di Cartridge";Cartridge;1;pack;ELGA LabWater (Veolia);https://www.elgalabwater.com/sites/default/files/Consumables%20Datasheets/Option%20R.pdf;Replace every 6 months;
82;Centrifuge tubes, 15 ml, 500 pcs;Centrifuge tubes, 15 ml, 500 pcs;SKU 02-502-8001;Nerbe Plus, Germany;Genel Sarf;Centrifuge tube;10 ????/ pack;;"Centrifuge tube PP with screw cap PE, 15ml, Ø17x120mm, con. bottom, tube transp., cap
green, grad., writ. area, np pcr ready, sterile , max. RCF 17.000g, Autocl. up to 121°C (no
cap), CE/IVD

Material Characteristics tube: polypropylene (PP)
cap: polyethylene (PE)

Dimensions diameter: 17,00 mm (+/- 0,2 mm)
height: 120,00 mm (+/- 0,2 mm)";Pack;500;pack;Nerbe Plus, Germany;;;
83;Immunochromatographic Test Strips (COC, mAMP, BZO);Immunochromatographic Test Strips (COC, mAMP, BZO);???????: 00065752;T&D Innovationen GmbH;Biyokimya;Immunochromatographic drug test strips;100 ????/ pack;;;Pack;100 tests;pack;T&D Innovationen GmbH;;;
84;Immunochromatographic Test Strips  (BAR, MDMA, MTD);Immunochromatographic Test Strips  (BAR, MDMA, MTD);???????: 96694;T&D Innovationen GmbH;Biyokimya;Immunochromatographic drug test strips;10 ????/ pack;;;Pack;10 tests;pack;T&D Innovationen GmbH;;;
85;Immunochromatographic Test Strips (Synthetic cannabinoids);Immunochromatographic Test Strips (Synthetic cannabinoids);???????: 100299;T&D Innovationen GmbH;Biyokimya;Immunochromatographic drug test strips;10 ????/ pack;;;Pack;10 tests;pack;T&D Innovationen GmbH;;;
86; Immunochromatographic Test Strips (Ethanol / ETG); Immunochromatographic Test Strips (Ethanol / ETG);;T&D Innovationen GmbH;Biyokimya;Immunochromatographic drug test strips;10 ????/ pack;;;Pack;10 tests;pack;T&D Innovationen GmbH;;;
87;Roll thermal paper;Roll thermal paper;;T&D Innovationen GmbH;Genel Sarf;Thermal paper roll;20 ????/ pack;"Thermal paper roll 57 mm × 10 m; core 12 mm; for R1-IK-200609-19 analyzer printer; 20 rolls/pack";;Roll;20 rolls;pack;T&D Innovationen GmbH;https://www.rulomerkezi.com/56x12-metre-yazar-kasa-pos-rolosu-10lu-paket-kagit-3060-fiyati-30-60;;
88;Immunochromatographic Test Strips (COC, mAMP, BZO);Immunochromatographic Test Strips (COC, mAMP, BZO);;T&D Innovationen GmbH;Biyokimya;Immunochromatographic drug test strips;100 ????/ pack;;;Pack;100 tests;pack;T&D Innovationen GmbH;;;
89;Immunochromatographic Test Strips (BAR, MDMA, MTD);Immunochromatographic Test Strips (BAR, MDMA, MTD);;T&D Innovationen GmbH;Biyokimya;Immunochromatographic drug test strips;20 ????/ pack;;;Pack;20 tests;pack;T&D Innovationen GmbH;;;
90;Optical Filter D-K-18752-01-00;Optical Filter D-K-18752-01-00;D-K-18752-01-00;Hellma Analytics;Genel Sarf;Optical filter;1 ????. / pack;"Certified neutral density optical filter; 0.5 Abs; for Hellma cuvette systems and spectrophotometer calibration";;Pack;1;pack;Hellma Analytics;https://shop.hellmausa.com/products/666-f3-0-5-abs;;
91;Paraffin (for histology);Paraffin (for histology);X881;Leica Biosystems;Biyokimya;;50 ????. / pack;;"Paraffin in droplets
Density (D) 0,8 g/cm³
Melting point (mp) 56 °C

Paraffin in pellets
Tissue embedding medium composed of highly purified paraffin containing complex elastomers with regulated molecular weights and an addition of DMSO for large and difficult-to-infiltrate tissue samples.

Melting point: 56 °C

Paraplast® is recommended for general tissue embedding. It is composed of a refined mixture of highly purified paraffin containing plastic polymers of regulated molecular weights. This provides improved tissue infiltration and superior quality sections with minimal compression.";Pack;1 kg;kg;Carl Roth, Germany;https://www.carlroth.com/com/en/paraplast-paraffins/paraplast-plus/p/x881.1;;
92;Formalin ?37% (non-acidic, for histology);Formalin ?37% (non-acidic, for histology);P733;Carl Roth, Germany;Biyokimya;;200 ????. / pack;;"Empirical formula CH2O
Molar mass (M) 30,03 g/mol
Density (D) 1,09 g/cm³
Boiling point (bp) 96 °C
Flash point (flp) 62 °C
Melting point (mp) <-15 °C
Storage temp. +15 to +25 °C
ADR 8 III
WGK 3
CAS No. 50-00-0
EG-Nr. 200-001-8
UN-Nr. 2209

If required, filter out solids before use.
Fixative

Stabilised with calcium carbonate (acid-binding solids) and methanol (8-12 %). Do not store solution below 15 °C.";Bottle;30 liter;liter;Carl Roth, Germany;https://www.carlroth.com/com/en/fixation/formaldehyde-solution/p/p733.3;;
93;ABBOTT IMMTOX 270 Kimya Analizörü (510K onaylý), tüm gerekli reaktifler, kitler, kalibratörler ve kontroller dahil komple sistem;ABBOTT IMMTOX 270 Chemistry Analyser (510K cleared) to be provided as a complete system, including all original Abbott brand reagents, kit sets, calibrators, and controls required to perform the following tests: 6-AM (347UR), AMP (309UR), BAR (310UR), BZO (314UR), COC (306UR), BUP (336UR), THC (305UR), EDDP (349UR), ETH (504), EtG (341UR), FEN (618UR), KET (340UR), MEP (303), MAMP (311UR), OPI (307UR), SYN-JWH (344), SYN-UR144 (346), SYN-ABP (350), TRA (304UR), Specimen Validity Tests (SUP-5 );6-AM (347UR), AMP (309UR), BAR (310UR), BZO (314UR), COC (306UR), BUP (336UR), THC (305UR), EDDP (349UR), ETH (504), EtG (341UR), FEN (618UR), KET (340UR), MEP (303), MAMP (311UR), OPI (307UR), SYN-JWH (344), SYN-UR144 (346), SYN-ABP (350), TRA (304UR), Specimen Validity Tests (SUP-5 );Abbott;Biyokimya;Clinical chemistry analyzer system;1 ?????/ set;"Abbott IMMTOX 270 Chemistry Analyzer with reagents for 20 drug/metabolite panels including ETH, EtG, OPI, COC, THC, BZO, AMP, BAR etc.; 510K cleared";"ImmTox™ 270, doktor muayenehaneleri, tedavi merkezleri, baðýmlýlýk klinikleri, baðýmsýz ve hastane laboratuvarlarý için basitleþtirilmiþ test sipariþi, hasta yönetimi, sonuç raporlama ve kalite kontrol kayýtlarý saðlamak amacýyla bir laboratuvar bilgi sistemiyle çift yönlü iletiþim için arayüz oluþturmaya açýktýr.
Ayda 150-1200 hasta örneði için ideal boyutta.
Saatte 270'e kadar test yapabilme ve 3 saat boyunca otomatik olarak çalýþmaya devam edebilme özelliði.
Reaktif Kapasitesi: 24 adede kadar farklý test için dahili depolama alaný, geniþletilmiþ bir toksikoloji taramasýna olanak tanýr.
Numune Kapasitesi: Yeterli toplu iþlem kapasitesi saðlayacak þekilde, ayný anda 30 hasta numunesini taþýyabilir .
Destek: Kurulum ve devreye alma süreçlerinden CLIA sertifikasyonuna kadar, sorunsuz CLIA dosyalama, laboratuvar uyumluluk kýlavuzlarýnýn uygulanmasý, doðrulama protokolü ve devreye alma sonrasýnda destek saðlamak üzere Uygulama ve Teknik Danýþman desteði sunuyoruz.";Kit;1 set;set;Abbott;https://www.toxicology.abbott/us/en/products/immtox--270-benchtop-analyzer.html;Consult Abbott service for installation and maintenance;
94;1 adet SoToxa Mobil Test Sistemi, 250 adet test kiti, 25 adet Quantisal oral sývý toplama cihazý;1pcs -SoToxa Mobile Test System , 250pcs -Test Kits, 25pcs -Quantisal Oral Fluid Collection Device (QSI-NINT);;Abbott;;;1 ?????/ set;;"SAÐLAM TASARIM
SoToxa™ Aðýz Sývýsý Mobil Test Sistemi, kolluk kuvvetlerinin yüksek performans taleplerini karþýlamak üzere geliþtirilmiþtir.

GÜVENÝLÝR SONUÇLAR
SoToxa™ Aðýz Sývýsý Mobil Test Sistemi, hýzlý ilaç taramasý ve doðru sonuç yorumlamasýný bir araya getirir. Sistem analiz çýktýlarýnýn yerinde verilmesiyle, sistem öznelliði ve test sonuçlarýnýn yanlýþ yorumlanmasýný ortadan kaldýrarak daha yüksek güvenilirlik saðlar.

KULLANIMI KOLAY
Sezgisel bir test süreciyle SoToxa™ Aðýz Sývýsý Mobil Test Sistemi, her ortamda inanýlmaz derecede kolay kullaným sunar. Sistem hafif, taþýnabilir ve kompakttýr; tam renkli ekraný sayesinde gece gündüz okunabilir.

BASÝT TOPLAMA SÜRECÝ
Hýzlý aðýz içi sývý örnekleri, saha çalýþmasý sýrasýnda kolayca alýnabilir ve idrar veya kan örneklemesine göre daha az invazivdir. Gözlem altýnda gerçekleþtirilen toplama iþlemi, taðþiþ ve manipülasyon endiþelerini sýnýrlandýrýr.

SONUÇLARI YÖNETÝN
Analiz cihazý, testin sonunda yazdýrýlabilen veya hafýza kartýndan yeniden yazdýrýlabilen 10.000'den fazla sonucu saklayabilir.

Ýlaç Sýnýfý

Kesme deðeri (ng/mL)

Amfetamin

50

Benzodiazepinler

20

Esrar (THC)

25

Kokain

30

Fentanil

4

Metamfetamin

50

Afyon türevleri

40
";;;set;;https://www.toxicology.abbott/us/en/products/sotoxa-mobile-test-system.html;;
95;BIOSENS 900 iz tespit analizörü (tüm sarf malzemeleri dahil);BIOSENS 900 Treace Detecting Analyzer (with all consumables);;Biosensor;Biyokimya;Oral fluid drug testing system;1 ?????/ set;;"Description: Equipment for trace detection of narcotics and explosives.
Model: BIOSENS®900
Detection technology: Immunoassay reaction on S.A.W-sensor
Start-up time: 10 minutes from cold start at room temperature
Analysis time: 30–60 seconds
Result presentation: Real time graphs, including presentation of detected substances
Printer: Built in thermal printer
Dimensions: 280 x 306 x 289 mm
Weight: 11,5 kg
Portability: Built in handgrip
Display: 10.1” Color TFT with touch screen
Alarm: Audible & visual
Languages: Localized to any language
Data transmission: Ethernet, export of results and service reports. 1 USB port
Detection modes: Trace
Comments to runs: Free text via on screen keyboard or external keyboard and barcode
Data storage: M2 SSD, 120 GB
Consumable status: Time & run indicator
Consumable replacement: Barcode identified
Operating: 10 to 40 °C Storage: ±0 to 60 °C
Humidity: 95%, non-condensing
SUBSTANCES DETECTED*
Substance groups: Amphetamines, Meth-amphetamine, MDA, MDMA, Ephedrine, Cocaine,
Ecstasy, Opiates, THC, Buprenorphine, PCP, Fentanyl, Ketamine, TNT, DNT,
Tetryl, RDX, PETN and NG.
*Can be combined for up to 12 substance groups
CONSUMABLES
Sensor Cartridge: 30–60 days operational time depending on configuration
Activator cartridge: 50 runs (in standard configuration)
Collection pad: Re-usable
Cleaning: Cleaning cartridge, heater cleaner, alcohol wipes
Maintenance: Annual maintenance kit
POWER REQUIREMENTS
Power supply: Input: 100–240 V 50–60 Hz Output 24 V DC 7.5 A
Battery: 33 Wh, up to 40 minutes operational, 2 h standby mode
Power consumption: Average 40 W";Kit;1 set;set;Abbott;;;
TOPLAM KAYIT;;;;;;;;;;;;;;;;
